Year,Month,Country,N_visitors
2011,6,France,4824895
2011,6,Greece,2183411
2011,7,France,7254247
2011,7,Greece,2984058
2011,8,France,6730903
2011,8,Greece,3352934
2011,9,France,4347369
2011,9,Greece,2588707
2011,10,France,2776230
2011,10,Greece,1428961
2011,11,France,1724931
2011,11,Greece,423107
2011,12,France,2015358
2011,12,Greece,345325
2012,1,France,1770105
2012,1,Greece,352320
2012,2,France,1794695
2012,2,Greece,266066
2012,3,France,2347947
2012,3,Greece,360172
2012,4,France,2860907
2012,4,Greece,625838
2012,5,France,3808709
2012,5,Greece,1179714
2012,6,France,4787468
2012,6,Greece,2043693
2012,7,France,7201181
2012,7,Greece,2863095
2012,8,France,6642150
2012,8,Greece,3269203
2012,9,France,4505315
2012,9,Greece,2522888
2012,10,France,2856231
2012,10,Greece,1310986
2012,11,France,1778370
2012,11,Greece,392800
2012,12,France,2055190
2012,12,Greece,330846
2013,1,France,1743431
2013,1,Greece,365605
2013,2,France,1972944
2013,2,Greece,295652
2013,3,France,2679487
2013,3,Greece,362097
2013,4,France,2823653
2013,4,Greece,557496
2013,5,France,4339808
2013,5,Greece,1467134
2013,6,France,5256164
2013,6,Greece,2372846
2013,7,France,7691191
2013,7,Greece,3263921
2013,8,France,7528942
2013,8,Greece,3885717
2013,9,France,4710713
2013,9,Greece,2963439
2013,10,France,3039891
2013,10,Greece,1547626
2013,11,France,1933201
2013,11,Greece,435303
2013,12,France,2282067
2013,12,Greece,402744
2014,1,France,1878221
2014,1,Greece,404292
2014,2,France,1940704
2014,2,Greece,325953
2014,3,France,2401235
2014,3,Greece,456655
2014,4,France,3264943
2014,4,Greece,727963
2014,5,France,4107943
2014,5,Greece,1651703
2014,6,France,5294240
2014,6,Greece,2697470
2014,7,France,7378081
2014,7,Greece,4222873
2014,8,France,7722919
2014,8,Greece,4856356
2014,9,France,4722403
2014,9,Greece,3643695
2014,10,France,3118524
2014,10,Greece,1840599
2014,11,France,1889998
2014,11,Greece,668174
2014,12,France,2366078
2014,12,Greece,537728
2015,1,France,1899909
2015,1,Greece,606140
2015,2,France,2011010
2015,2,Greece,509189
2015,3,France,2491402
2015,3,Greece,613092
2015,4,France,3241089
2015,4,Greece,934237
2015,5,France,4501114
2015,5,Greece,1870170
2015,6,France,5230296
2015,6,Greece,3032870
2015,7,France,7917651
2015,7,Greece,4408555
2015,8,France,7712702
2015,8,Greece,4993465
2015,9,France,4849253
2015,9,Greece,3649700
2015,10,France,3127518
2015,10,Greece,1852679
2015,11,France,1878921
2015,11,Greece,641459
2015,12,France,1993735
2015,12,Greece,487900
2016,1,France,1747674
2016,1,Greece,559061
2016,2,France,1915989
2016,2,Greece,433189
2016,3,France,2755941
2016,3,Greece,628722
2016,4,France,2746468
2016,4,Greece,901586
2016,5,France,4222494
2016,5,Greece,1952668
2016,6,France,5134385
2016,6,Greece,2970997
2016,7,France,7569244
2016,7,Greece,4664390
2016,8,France,7018754
2016,8,Greece,5084156
2016,9,France,4592157
2016,9,Greece,4149739
2016,10,France,2980299
2016,10,Greece,2174081
2016,11,France,2009978
2016,11,Greece,716782
2016,12,France,2308722
2016,12,Greece,563987
2017,1,France,2024647
2017,1,Greece,520436
2017,2,France,2053382
2017,2,Greece,444404
2017,3,France,2580509
2017,3,Greece,627577
2017,4,France,3993678
2017,4,Greece,1009699
2017,5,France,4094482
2017,5,Greece,1982124
2017,6,France,5465690
2017,6,Greece,3356288
2017,7,France,7833509
2017,7,Greece,5141621
2017,8,France,7589816
2017,8,Greece,5813441
2017,9,France,5121964
2017,9,Greece,4639734
2017,10,France,3295609
2017,10,Greece,2355849
2017,11,France,2213367
2017,11,Greece,740535
2017,12,France,2653227
2017,12,Greece,562475
2018,1,France,2199008
2018,1,Greece,603474
2018,2,France,2334704
2018,2,Greece,484123
2018,3,France,3261810
2018,3,Greece,708169
2018,4,France,3797479
2018,4,Greece,1106808
2018,5,France,4738101
2018,5,Greece,2449690
2018,6,France,5729188
2018,6,Greece,4103702
2018,7,France,8273003
2018,7,Greece,5539244
2018,8,France,8110025
2018,8,Greece,6093067
2018,9,France,5427551
2018,9,Greece,4868855
2018,10,France,3576846
2018,10,Greece,2722457
2018,11,France,2429117
2018,11,Greece,786222
2018,12,France,2629057
2018,12,Greece,656978
2019,1,France,2190724
2019,1,Greece,659982
2019,2,France,2247281
2019,2,Greece,503540
2019,3,France,2926952
2019,3,Greece,772507
2019,4,France,4287682
2019,4,Greece,982084
2019,5,France,4452282
2019,5,Greece,2386667
2019,6,France,5935089
2019,6,Greece,4102207
2019,7,France,7981589
2019,7,Greece,5673265
2019,8,France,7912018
2019,8,Greece,6761996
2019,9,France,6563345
2019,9,Greece,5111116
2019,10,France,3380868
2019,10,Greece,2773322
2019,11,France,3027719
2019,11,Greece,929502
2019,12,France,2615440
2019,12,Greece,692184
2020,1,France,2322618
2020,1,Greece,789951
2020,2,France,2240496
2020,2,Greece,627318
2020,3,France,1015543
2020,3,Greece,410837
2020,4,France,0
2020,4,Greece,37566
2020,5,France,0
2020,5,Greece,55568
2020,6,France,645850
2020,6,Greece,256225
2020,7,France,3507927
2020,7,Greece,828185
2020,8,France,3371155
2020,8,Greece,1806946
2020,9,France,1345691
2020,9,Greece,1334766
2020,10,France,507899
2020,10,Greece,954797
2020,11,France,253114
2020,11,Greece,175747
2020,12,France,96565
2020,12,Greece,713017
2021,1,France,332145
2021,1,Greece,95717
2021,2,France,315635
2021,2,Greece,76433
2021,3,France,384366
2021,3,Greece,98895
2021,4,France,355861
2021,4,Greece,107282
2021,5,France,485326
2021,5,Greece,285448
2021,6,France,1068773
2021,6,Greece,1889031
2021,7,France,4160937
2021,7,Greece,2817417
2021,8,France,4460716
2021,8,Greece,4074152
2021,9,France,3216742
2021,9,Greece,2995234
2021,10,France,2190857
2021,10,Greece,2143864
2021,11,France,1518664
2021,11,Greece,561226
2021,12,France,1628027
2021,12,Greece,380480
2022,1,France,1254768
2022,1,Greece,341401
2022,2,France,1472956
2022,2,Greece,317037
2022,3,France,2024403
2022,3,Greece,414255
2022,4,France,3478035
2022,4,Greece,1056001
2022,5,France,3894576
2022,5,Greece,2205210
2022,6,France,5217170
2022,6,Greece,3649442
2022,7,France,7812385
2022,7,Greece,5277264
2022,8,France,7449960
2022,8,Greece,5865833
2022,9,France,5046020
2022,9,Greece,4560293
2022,10,France,3176540
2022,10,Greece,2756355
2022,11,France,2087947
2022,11,Greece,812359
2022,12,France,2757605
2022,12,Greece,580092
2023,1,France,2298732
2023,1,Greece,635499
2023,2,France,2191952
2023,2,Greece,572590
2023,3,France,2640119
2023,3,Greece,666070
2023,4,France,4141122
2023,4,Greece,1372599
2023,5,France,4742873
2023,5,Greece,2512768
2023,6,France,5935724
2023,6,Greece,4302224
2023,7,France,8263235
2023,7,Greece,6108606
2023,8,France,8088448
2023,8,Greece,6478763
2023,9,France,5850014
2023,9,Greece,5141359
2023,10,France,3449002
2023,10,Greece,3143108
2023,11,France,2213982
2023,11,Greece,1036070
2023,12,France,2896678
2023,12,Greece,765498
2024,2,France,2467102
2024,2,Greece,721336
2024,3,France,3386594
2024,3,Greece,873951
2024,4,France,3337254
2024,4,Greece,1563489
2010,1,Germany,1290923
2010,1,Mexico,1944306
2010,1,Spain,2542841
2010,2,Germany,1594220
2010,2,Mexico,1817356
2010,2,Spain,2723363
2010,3,Germany,1696355
2010,3,Mexico,2098005
2010,3,Spain,3543400
2010,4,Germany,2016894
2010,4,Mexico,1868964
2010,4,Spain,3910779
2010,5,Germany,2387081
2010,5,Mexico,1814825
2010,5,Spain,5045676
2010,6,Germany,2520157
2010,6,Mexico,1884455
2010,6,Spain,5289108
2010,7,Germany,3394996
2010,7,Mexico,2137583
2010,7,Spain,6981417
2010,8,Germany,3098706
2010,8,Mexico,1984764
2010,8,Spain,6985291
2010,9,Germany,2836594
2010,9,Mexico,1457830
2010,9,Spain,5351470
2010,10,Germany,2409609
2010,10,Mexico,1764811
2010,10,Spain,4806009
2010,11,Germany,1834325
2010,11,Mexico,1950317
2010,11,Spain,2911187
2010,12,Germany,1794951
2010,12,Mexico,2566532
2010,12,Spain,2586430
2011,1,Germany,1471150
2011,1,Mexico,2005567
2011,1,Spain,2655823
2011,2,Germany,1690228
2011,2,Mexico,1842366
2011,2,Spain,2784271
2011,3,Germany,1831277
2011,3,Mexico,2087202
2011,3,Spain,3510049
2011,4,Germany,2140758
2011,4,Mexico,1974037
2011,4,Spain,4612689
2011,5,Germany,2580625
2011,5,Mexico,1853656
2011,5,Spain,5134990
2011,6,Germany,2682364
2011,6,Mexico,1871668
2011,6,Spain,5734891
2011,7,Germany,3546765
2011,7,Mexico,2287727
2011,7,Spain,7385628
2011,8,Germany,3167727
2011,8,Mexico,1862398
2011,8,Spain,7489515
2011,9,Germany,2863697
2011,9,Mexico,1472709
2011,9,Spain,5934029
2011,10,Germany,2517485
2011,10,Mexico,1619025
2011,10,Spain,5257086
2011,11,Germany,1923318
2011,11,Mexico,1892000
2011,11,Spain,3004607
2011,12,Germany,1936129
2011,12,Mexico,2634907
2011,12,Spain,2673306
2012,1,Germany,1603608
2012,1,Mexico,1982372
2012,1,Spain,2811021
2012,2,Germany,1785637
2012,2,Mexico,1907938
2012,2,Spain,2797620
2012,3,Germany,2048307
2012,3,Mexico,2281063
2012,3,Spain,3592387
2012,4,Germany,2343905
2012,4,Mexico,1881522
2012,4,Spain,4495693
2012,5,Germany,2790026
2012,5,Mexico,1771293
2012,5,Spain,5385212
2012,6,Germany,2830680
2012,6,Mexico,1919281
2012,6,Spain,5996190
2012,7,Germany,3760604
2012,7,Mexico,2231649
2012,7,Spain,7654573
2012,8,Germany,3415879
2012,8,Mexico,1812105
2012,8,Spain,7749332
2012,9,Germany,3068357
2012,9,Mexico,1479487
2012,9,Spain,6202106
2012,10,Germany,2667434
2012,10,Mexico,1612251
2012,10,Spain,5123303
2012,11,Germany,2026025
2012,11,Mexico,1941881
2012,11,Spain,3020767
2012,12,Germany,2066857
2012,12,Mexico,2581704
2012,12,Spain,2636292
2013,1,Germany,1670291
2013,1,Mexico,2013825
2013,1,Spain,2724784
2013,2,Germany,1858802
2013,2,Mexico,1937436
2013,2,Spain,2802652
2013,3,Germany,2091388
2013,3,Mexico,2233021
2013,3,Spain,3873907
2013,4,Germany,2441858
2013,4,Mexico,1859874
2013,4,Spain,4646791
2013,5,Germany,2812679
2013,5,Mexico,1771096
2013,5,Spain,5766897
2013,6,Germany,2914827
2013,6,Mexico,2062276
2013,6,Spain,6299188
2013,7,Germany,3905016
2013,7,Mexico,2211082
2013,7,Spain,7836182
2013,8,Germany,3603341
2013,8,Mexico,2129257
2013,8,Spain,8335569
2013,9,Germany,3119746
2013,9,Mexico,1642848
2013,9,Spain,6497953
2013,10,Germany,2818147
2013,10,Mexico,1738112
2013,10,Spain,5466491
2013,11,Germany,2120064
2013,11,Mexico,2033421
2013,11,Spain,3333234
2013,12,Germany,2188646
2013,12,Mexico,2518264
2013,12,Spain,3091842
2014,1,Germany,1741548
2014,1,Mexico,2369212
2014,1,Spain,3060796
2014,2,Germany,1928667
2014,2,Mexico,2263991
2014,2,Spain,3116389
2014,3,Germany,2168981
2014,3,Mexico,2735085
2014,3,Spain,3896455
2014,4,Germany,2545701
2014,4,Mexico,2328907
2014,4,Spain,5262231
2014,5,Germany,3036714
2014,5,Mexico,2386880
2014,5,Spain,6090622
2014,6,Germany,3062359
2014,6,Mexico,2500999
2014,6,Spain,6580918
2014,7,Germany,4031710
2014,7,Mexico,2635206
2014,7,Spain,8264111
2014,8,Germany,3776946
2014,8,Mexico,2374148
2014,8,Spain,9080826
2014,9,Germany,3239847
2014,9,Mexico,1790834
2014,9,Spain,7009227
2014,10,Germany,2879775
2014,10,Mexico,2101381
2014,10,Spain,5891156
2014,11,Germany,2191971
2014,11,Mexico,2553679
2014,11,Spain,3424912
2014,12,Germany,2400773
2014,12,Mexico,3305286
2014,12,Spain,3261302
2015,1,Germany,1779806
2015,1,Mexico,2565843
2015,1,Spain,3170206
2015,2,Germany,2110166
2015,2,Mexico,2471977
2015,2,Spain,3234329
2015,3,Germany,2263947
2015,3,Mexico,2843683
2015,3,Spain,3984162
2015,4,Germany,2649725
2015,4,Mexico,2531268
2015,4,Spain,5469872
2015,5,Germany,3178769
2015,5,Mexico,2543468
2015,5,Spain,6623653
2015,6,Germany,3318247
2015,6,Mexico,2736920
2015,6,Spain,6702838
2015,7,Germany,4428624
2015,7,Mexico,2989506
2015,7,Spain,8736767
2015,8,Germany,4010900
2015,8,Mexico,2547932
2015,8,Spain,9477761
2015,9,Germany,3340126
2015,9,Mexico,2130080
2015,9,Spain,7195108
2015,10,Germany,3076709
2015,10,Mexico,2403378
2015,10,Spain,6432341
2015,11,Germany,2354374
2015,11,Mexico,2795430
2015,11,Spain,3754802
2015,12,Germany,2460065
2015,12,Mexico,3533838
2015,12,Spain,3512914
2016,1,Germany,1865341
2016,1,Mexico,2841480
2016,1,Spain,3526537
2016,2,Germany,2221303
2016,2,Mexico,2731343
2016,2,Spain,3678726
2016,3,Germany,2433133
2016,3,Mexico,3207360
2016,3,Spain,4627206
2016,4,Germany,2834246
2016,4,Mexico,2683783
2016,4,Spain,6086327
2016,5,Germany,3105387
2016,5,Mexico,2702657
2016,5,Spain,7111154
2016,6,Germany,3288510
2016,6,Mexico,2971900
2016,6,Spain,7552758
2016,7,Germany,4406491
2016,7,Mexico,3331388
2016,7,Spain,9545792
2016,8,Germany,3907833
2016,8,Mexico,2706140
2016,8,Spain,10027471
2016,9,Germany,3493468
2016,9,Mexico,2323693
2016,9,Spain,7932607
2016,10,Germany,3079993
2016,10,Mexico,2788608
2016,10,Spain,7137723
2016,11,Germany,2431284
2016,11,Mexico,2920902
2016,11,Spain,4098262
2016,12,Germany,2527847
2016,12,Mexico,3870111
2016,12,Spain,3990446
2017,1,Germany,2029176
2017,1,Mexico,2991827
2017,1,Spain,3905736
2017,2,Germany,2289581
2017,2,Mexico,2936351
2017,2,Spain,4119137
2017,3,Germany,2528664
2017,3,Mexico,3497917
2017,3,Spain,4913943
2017,4,Germany,2994028
2017,4,Mexico,3235508
2017,4,Spain,7081594
2017,5,Germany,3360369
2017,5,Mexico,3084763
2017,5,Spain,8002648
2017,6,Germany,3464313
2017,6,Mexico,3474603
2017,6,Spain,8431975
2017,7,Germany,4579237
2017,7,Mexico,3711391
2017,7,Spain,10493438
2017,8,Germany,4197539
2017,8,Mexico,3021838
2017,8,Spain,10397745
2017,9,Germany,3637106
2017,9,Mexico,2675130
2017,9,Spain,8877270
2017,10,Germany,3152090
2017,10,Mexico,3009794
2017,10,Spain,7269931
2017,11,Germany,2529826
2017,11,Mexico,3427796
2017,11,Spain,4392575
2017,12,Germany,2689579
2017,12,Mexico,4224025
2017,12,Spain,3982530
2018,1,Germany,2155389
2018,1,Mexico,3338908
2018,1,Spain,4106601
2018,2,Germany,2354160
2018,2,Mexico,3228459
2018,2,Spain,4218047
2018,3,Germany,2673252
2018,3,Mexico,3995908
2018,3,Spain,5393186
2018,4,Germany,3084501
2018,4,Mexico,3295425
2018,4,Spain,6780378
2018,5,Germany,3357981
2018,5,Mexico,3285945
2018,5,Spain,8086048
2018,6,Germany,3670431
2018,6,Mexico,3481515
2018,6,Spain,8554306
2018,7,Germany,4708654
2018,7,Mexico,3647841
2018,7,Spain,10020246
2018,8,Germany,4453007
2018,8,Mexico,3420201
2018,8,Spain,10175761
2018,9,Germany,3694900
2018,9,Mexico,2823913
2018,9,Spain,8932308
2018,10,Germany,3341319
2018,10,Mexico,3090016
2018,10,Spain,7649860
2018,11,Germany,2608107
2018,11,Mexico,3463808
2018,11,Spain,4536873
2018,12,Germany,2779165
2018,12,Mexico,4240781
2018,12,Spain,4354798
2019,1,Germany,2170719
2019,1,Mexico,3482523
2019,1,Spain,4195641
2019,2,Germany,2403908
2019,2,Mexico,3377081
2019,2,Spain,4380504
2019,3,Germany,2649259
2019,3,Mexico,4215044
2019,3,Spain,5649577
2019,4,Germany,3207693
2019,4,Mexico,3621716
2019,4,Spain,7146033
2019,5,Germany,3502563
2019,5,Mexico,3463849
2019,5,Spain,7919204
2019,6,Germany,3687139
2019,6,Mexico,3901649
2019,6,Spain,8833893
2019,7,Germany,4846107
2019,7,Mexico,4162016
2019,7,Spain,9873270
2019,8,Germany,4485002
2019,8,Mexico,3571977
2019,8,Spain,10118366
2019,9,Germany,3634642
2019,9,Mexico,3041210
2019,9,Spain,8845152
2019,10,Germany,3375447
2019,10,Mexico,3628423
2019,10,Spain,7587749
2019,11,Germany,2720234
2019,11,Mexico,3844604
2019,11,Spain,4655021
2019,12,Germany,2880504
2019,12,Mexico,4714361
2019,12,Spain,4304741
2020,1,Germany,2221683
2020,1,Mexico,3783900
2020,1,Spain,4133024
2020,2,Germany,2427417
2020,2,Mexico,3759411
2020,2,Spain,4427344
2020,3,Germany,767880
2020,3,Mexico,2756705
2020,3,Spain,1997262
2020,4,Germany,85216
2020,4,Mexico,775418
2020,4,Spain,0
2020,5,Germany,164258
2020,5,Mexico,890174
2020,5,Spain,0
2020,6,Germany,616699
2020,6,Mexico,1003684
2020,6,Spain,204272
2020,7,Germany,1850639
2020,7,Mexico,1388716
2020,7,Spain,2464779
2020,8,Germany,1791281
2020,8,Mexico,1347863
2020,8,Spain,2440978
2020,9,Germany,1351462
2020,9,Mexico,1821470
2020,9,Spain,1138868
2020,10,Germany,776459
2020,10,Mexico,2037049
2020,10,Spain,1020773
2020,11,Germany,224094
2020,11,Mexico,2091084
2020,11,Spain,456814
2020,12,Germany,172016
2020,12,Mexico,2628062
2020,12,Spain,648989
2021,1,Germany,170535
2021,1,Mexico,1919218
2021,1,Spain,437973
2021,2,Germany,181843
2021,2,Mexico,1585992
2021,2,Spain,284974
2021,3,Germany,230870
2021,3,Mexico,2284251
2021,3,Spain,491427
2021,4,Germany,219838
2021,4,Mexico,2326053
2021,4,Spain,629206
2021,5,Germany,292181
2021,5,Mexico,2659297
2021,5,Spain,1363164
2021,6,Germany,672279
2021,6,Mexico,3120331
2021,6,Spain,2216356
2021,7,Germany,1861340
2021,7,Mexico,3376029
2021,7,Spain,4398992
2021,8,Germany,2047689
2021,8,Mexico,2773108
2021,8,Spain,5196520
2021,9,Germany,1795591
2021,9,Mexico,2456534
2021,9,Spain,4703933
2021,10,Germany,1890421
2021,10,Mexico,2786593
2021,10,Spain,5148820
2021,11,Germany,1354195
2021,11,Mexico,2894316
2021,11,Spain,3361913
2021,12,Germany,971081
2021,12,Mexico,3678670
2021,12,Spain,2947525
2022,1,Germany,703262
2022,1,Mexico,2640631
2022,1,Spain,2501443
2022,2,Germany,1010229
2022,2,Mexico,2619868
2022,2,Spain,3179288
2022,3,Germany,1286220
2022,3,Mexico,3310140
2022,3,Spain,4039532
2022,4,Germany,2013397
2022,4,Mexico,3068419
2022,4,Spain,6106316
2022,5,Germany,2523890
2022,5,Mexico,2985852
2022,5,Spain,6988353
2022,6,Germany,2780521
2022,6,Mexico,3363431
2022,6,Spain,7498156
2022,7,Germany,4082116
2022,7,Mexico,3684348
2022,7,Spain,9091390
2022,8,Germany,3695516
2022,8,Mexico,3093307
2022,8,Spain,8848665
2022,9,Germany,3051501
2022,9,Mexico,2773342
2022,9,Spain,7767211
2022,10,Germany,2793704
2022,10,Mexico,3174460
2022,10,Spain,7176984
2022,11,Germany,2121525
2022,11,Mexico,3354214
2022,11,Spain,4334651
2022,12,Germany,2400705
2022,12,Mexico,4257538
2022,12,Spain,4127293
2023,1,Germany,1641380
2023,1,Mexico,3512740
2023,1,Spain,4134995
2023,2,Germany,1995715
2023,2,Mexico,3252793
2023,2,Spain,4320665
2023,3,Germany,2134066
2023,3,Mexico,3732688
2023,3,Spain,5247341
2023,4,Germany,2710756
2023,4,Mexico,3340267
2023,4,Spain,7228094
2023,5,Germany,3112993
2023,5,Mexico,3248210
2023,5,Spain,8300384
2023,6,Germany,3308518
2023,6,Mexico,3614767
2023,6,Spain,8307460
2023,7,Germany,4484544
2023,7,Mexico,3966328
2023,7,Spain,10116916
2023,8,Germany,3983411
2023,8,Mexico,3256315
2023,8,Spain,10186163
2023,9,Germany,3377858
2023,9,Mexico,2941437
2023,9,Spain,8795425
2023,10,Germany,2944626
2023,10,Mexico,3214737
2023,10,Spain,8187022
2023,11,Germany,2373559
2023,11,Mexico,3482497
2023,11,Spain,5135498
2023,12,Germany,2733282
2023,12,Mexico,4590298
2023,12,Spain,5209085
2024,1,Germany,1855380
2024,1,Mexico,3637676
2024,1,Spain,4768171
2024,2,Germany,2161713
2024,2,Mexico,3454694
2024,2,Spain,5009311
2024,3,Germany,2387903
2024,3,Mexico,4129192
2024,3,Spain,6347516
2024,4,Germany,2786186
2024,4,Mexico,3497341
2024,4,Spain,7831094
2010,1,Netherlands,550400
2010,1,New Zealand,256652
2010,1,Norway,89874
2010,1,Portugal,267621
2010,2,Netherlands,611200
2010,2,New Zealand,267855
2010,2,Norway,117764
2010,2,Portugal,315719
2010,3,Netherlands,785100
2010,3,New Zealand,243263
2010,3,Norway,122535
2010,3,Portugal,451741
2010,4,Netherlands,1113600
2010,4,New Zealand,187962
2010,4,Norway,111567
2010,4,Portugal,574300
2010,5,Netherlands,1039300
2010,5,New Zealand,141336
2010,5,Norway,188543
2010,5,Portugal,684411
2010,6,Netherlands,989800
2010,6,New Zealand,145825
2010,6,Norway,467916
2010,6,Portugal,646498
2010,7,Netherlands,1208000
2010,7,New Zealand,182904
2010,7,Norway,604540
2010,7,Portugal,779699
2010,8,Netherlands,1246300
2010,8,New Zealand,168081
2010,8,Norway,510827
2010,8,Portugal,911671
2010,9,Netherlands,968400
2010,9,New Zealand,174157
2010,9,Norway,202303
2010,9,Portugal,814773
2010,10,Netherlands,982700
2010,10,New Zealand,184898
2010,10,Norway,121545
2010,10,Portugal,704864
2010,11,Netherlands,784100
2010,11,New Zealand,226455
2010,11,Norway,95829
2010,11,Portugal,363596
2010,12,Netherlands,604100
2010,12,New Zealand,345656
2010,12,Norway,89308
2010,12,Portugal,316687
2011,1,Netherlands,589000
2011,1,New Zealand,265553
2011,1,Norway,101048
2011,1,Portugal,272072
2011,2,Netherlands,598400
2011,2,New Zealand,268259
2011,2,Norway,121087
2011,2,Portugal,318823
2011,3,Netherlands,758600
2011,3,New Zealand,215553
2011,3,Norway,139733
2011,3,Portugal,456495
2011,4,Netherlands,1231200
2011,4,New Zealand,197777
2011,4,Norway,119093
2011,4,Portugal,680660
2011,5,Netherlands,988800
2011,5,New Zealand,140741
2011,5,Norway,215249
2011,5,Portugal,778182
2011,6,Netherlands,1164500
2011,6,New Zealand,131269
2011,6,Norway,504168
2011,6,Portugal,758170
2011,7,Netherlands,1210200
2011,7,New Zealand,176084
2011,7,Norway,672409
2011,7,Portugal,879293
2011,8,Netherlands,1244000
2011,8,New Zealand,175909
2011,8,Norway,558470
2011,8,Portugal,995726
2011,9,Netherlands,1040500
2011,9,New Zealand,219940
2011,9,Norway,218177
2011,9,Portugal,880398
2011,10,Netherlands,1027700
2011,10,New Zealand,215902
2011,10,Norway,129460
2011,10,Portugal,742153
2011,11,Netherlands,830900
2011,11,New Zealand,230292
2011,11,Norway,104790
2011,11,Portugal,360599
2011,12,Netherlands,615500
2011,12,New Zealand,364165
2011,12,Norway,89592
2011,12,Portugal,289666
2012,1,Netherlands,647000
2012,1,New Zealand,266839
2012,1,Norway,148341
2012,1,Portugal,288740
2012,2,Netherlands,657000
2012,2,New Zealand,259083
2012,2,Norway,174679
2012,2,Portugal,324004
2012,3,Netherlands,833000
2012,3,New Zealand,239929
2012,3,Norway,178467
2012,3,Portugal,472148
2012,4,Netherlands,1322000
2012,4,New Zealand,195668
2012,4,Norway,145361
2012,4,Portugal,701420
2012,5,Netherlands,1208000
2012,5,New Zealand,140841
2012,5,Norway,285349
2012,5,Portugal,810613
2012,6,Netherlands,1146000
2012,6,New Zealand,151074
2012,6,Norway,762156
2012,6,Portugal,791764
2012,7,Netherlands,1297000
2012,7,New Zealand,173539
2012,7,Norway,1097088
2012,7,Portugal,911861
2012,8,Netherlands,1378000
2012,8,New Zealand,178298
2012,8,Norway,831943
2012,8,Portugal,995564
2012,9,Netherlands,1098000
2012,9,New Zealand,179069
2012,9,Norway,306242
2012,9,Portugal,914585
2012,10,Netherlands,1083000
2012,10,New Zealand,184200
2012,10,Norway,179355
2012,10,Portugal,758848
2012,12,Netherlands,660000
2012,12,New Zealand,363959
2012,12,Norway,133553
2012,12,Portugal,304649
2013,1,Netherlands,654000
2013,1,New Zealand,260637
2013,1,Norway,181318
2013,1,Portugal,302245
2013,2,Netherlands,645000
2013,2,New Zealand,281233
2013,2,Norway,241182
2013,2,Portugal,363163
2013,3,Netherlands,932000
2013,3,New Zealand,270740
2013,3,Norway,215177
2013,3,Portugal,555916
2013,4,Netherlands,1206000
2013,4,New Zealand,200583
2013,4,Norway,213149
2013,4,Portugal,702168
2013,5,Netherlands,1333000
2013,5,New Zealand,153034
2013,5,Norway,315163
2013,5,Portugal,935204
2013,6,Netherlands,1176000
2013,6,New Zealand,159485
2013,6,Norway,750411
2013,6,Portugal,902565
2013,7,Netherlands,1361000
2013,7,New Zealand,183718
2013,7,Norway,1071117
2013,7,Portugal,1009618
2013,8,Netherlands,1541000
2013,8,New Zealand,189284
2013,8,Norway,861354
2013,8,Portugal,1142259
2013,9,Netherlands,1151000
2013,9,New Zealand,191056
2013,9,Norway,342677
2013,9,Portugal,1029540
2013,10,Netherlands,1131000
2013,10,New Zealand,194973
2013,10,Norway,211596
2013,10,Portugal,864525
2013,11,Netherlands,944000
2013,11,New Zealand,251060
2013,11,Norway,169340
2013,11,Portugal,458678
2013,12,Netherlands,708000
2013,12,New Zealand,381892
2013,12,Norway,161313
2013,12,Portugal,358218
2014,1,Netherlands,716000
2014,1,New Zealand,292446
2014,1,Norway,194592
2014,1,Portugal,346055
2014,2,Netherlands,738000
2014,2,New Zealand,301165
2014,2,Norway,222835
2014,2,Portugal,408967
2014,3,Netherlands,970000
2014,3,New Zealand,253561
2014,3,Norway,221088
2014,3,Portugal,601035
2014,4,Netherlands,1449000
2014,4,New Zealand,224194
2014,4,Norway,185446
2014,4,Portugal,885938
2014,5,Netherlands,1283000
2014,5,New Zealand,161355
2014,5,Norway,350693
2014,5,Portugal,1084416
2014,6,Netherlands,1414000
2014,6,New Zealand,162122
2014,6,Norway,800247
2014,6,Portugal,1023724
2014,7,Netherlands,1455000
2014,7,New Zealand,196856
2014,7,Norway,1075544
2014,7,Portugal,1122759
2014,8,Netherlands,1654000
2014,8,New Zealand,188849
2014,8,Norway,909150
2014,8,Portugal,1304431
2014,9,Netherlands,1254000
2014,9,New Zealand,193329
2014,9,Norway,338126
2014,9,Portugal,1160003
2014,10,Netherlands,1294000
2014,10,New Zealand,210597
2014,10,Norway,192077
2014,10,Portugal,1006602
2014,11,Netherlands,931000
2014,11,New Zealand,270408
2014,11,Norway,152177
2014,11,Portugal,533570
2014,12,Netherlands,768000
2014,12,New Zealand,402518
2014,12,Norway,169445
2014,12,Portugal,421806
2015,1,Netherlands,763000
2015,1,New Zealand,302432
2015,1,Norway,182874
2015,1,Portugal,419214
2015,2,Netherlands,830000
2015,2,New Zealand,343457
2015,2,Norway,213287
2015,2,Portugal,465408
2015,3,Netherlands,996000
2015,3,New Zealand,291784
2015,3,Norway,220070
2015,3,Portugal,668371
2015,4,Netherlands,1549000
2015,4,New Zealand,237966
2015,4,Norway,209328
2015,4,Portugal,967708
2015,5,Netherlands,1494000
2015,5,New Zealand,176697
2015,5,Norway,378049
2015,5,Portugal,1189868
2015,6,Netherlands,1387000
2015,6,New Zealand,176961
2015,6,Norway,818373
2015,6,Portugal,1150202
2015,7,Netherlands,1684000
2015,7,New Zealand,207984
